occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Verif_190116;Endeostigmata;Animalia;104185528;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Arachnida;Endeostigmata;;;
Verif_190116;Entomobryomorpha;Animalia;104290441;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Entognatha;Collembola;;;
Verif_190116;Neelipleona;Animalia;104293083;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Entognatha;Collembola;;;
Verif_190116;Poduromorpha;Animalia;104293206;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Entognatha;Collembola;;;
Verif_190116;Symphypleona;Animalia;104294899;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Entognatha;Collembola;;;
Verif_190116;Diplura;Animalia;240;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Insecta;Diplura;;;
Verif_190116;Phthiraptera;Animalia;104966712;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Insecta;Phthiraptera;;;
Verif_190116;Plecoptera;Animalia;104233544;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Arthropoda;Insecta;Plecoptera;;;
Verif_190116;Turbellaria;Animalia;103878215;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Platyhelminthes;Turbellaria;;;;
Verif_190116;Monogononta;Animalia;105096977;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Rotifera;Monogononta;;;;
Verif_190116;Parachela;Animalia;426;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;Tardigrada;Eutardigrada;Parachela;;;
Verif_190116;Ecdysozoa;Animalia;104162241;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;;;;;;
Verif_190116;Pterocystida;Animalia;;HIGHERRANK;99;ACCEPTED;KINGDOM;Animalia;;;;;;
Verif_190116;uncultured Acidobacterium UA3;Bacteria;102522790;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;
Verif_190116;Candidatus Solibacter;Bacteria;104001606;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;;
Verif_190116;Candidatus Solibacter usitatus;Bacteria;103997429;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;;
Verif_190116;Candidatus Microthrix;Bacteria;102596019;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;;
Verif_190116;Microthrixaceae;Bacteria;126043370;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;;
Verif_190116;Candidatus Koribacter;Bacteria;104597471;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Acidimicrobiia;Acidobacteriales;Acidobacteriaceae;;
Verif_190116;Candidatus Koribacter versatilis;Bacteria;104594886;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Acidimicrobiia;Acidobacteriales;Acidobacteriaceae;;
Verif_190116;Acidimicrobiia;Bacteria;102523866;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Acidimicrobiia;;;;
Verif_190116;Acidothermales;Bacteria;119722320;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Acidothermales;;;
Verif_190116;Catenulisporales;Bacteria;103144946;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;;;
Verif_190116;Corynebacteriales;Bacteria;103969122;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;;;
Verif_190116;Frankiales;Bacteria;104297582;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Frankiales;;;
Verif_190116;Geodermatophilales;Bacteria;119722321;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;;;
Verif_190116;Kineosporiales;Bacteria;104255973;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;;;
Verif_190116;Micrococcales;Bacteria;103969075;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;;;
Verif_190116;Micromonosporales;Bacteria;103708288;HIGHERRANK;99;ACCEPTED;KINGDOM;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;;;
