"";"labels"
"Absidia glauca";2
"Achaeta affinis";5
"Achaeta bifollicula";5
"Achaeta cf. bohemica PDW-2010";5
"Achaeta unibulba";5
"Achillea millefolium";8
"Acidobacterium sp. pan6";11
"Acrobeles sp.";10
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";15
"Actinocrinis puniceicyclus";11
"Actinomadura sp. 1g12710";11
"Actinoplanes sp. IR51-RC111";11
"Acyrthosiphon pisum";5
"Adineta vaga";12
"Aeromicrobium panaciterrae";11
"Aeromicrobium sp. HJX17";11
"Aeromicrobium sp. RODSPM17";11
"Aggregicoccus edonensis";11
"Agriotes sordidus";5
"Allolobophora chlorotica";5
"Altererythrobacter buctense";11
"Altererythrobacter sp. 100921-2";11
"Ambispora fennica";5
"Ambispora gerdemannii";5
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";10
"Amphileptus sp. ZY-2014b";16
"Amphimallon solstitiale";5
"Amplimerlinius icarus";9
"Amycolatopsis tolypomycina";11
"Anatonchus tridentatus";17
"Angustibacter luteus";11
"Anoplophrya marylandensis";7
"Anteholosticha gracilis";18
"Anteholosticha monilata";18
"Anteholosticha rectangula";18
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";5
"Aphodius johnsoni";5
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";17
"Aporrectodea caliginosa";5
"Aporrectodea longa";5
"Aporrectodea rosea";5
"Apusomonas proboscidea";13
"Aquihabitans daechungensis";11
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";5
"Archaeospora trappei";5
"Arcuospathidium namibiense";16
"Arenimonas daechungensis";11
"Arenimonas sp. HMF3017";11
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";5
"Azospirillum sp. T2-YC6788";11
"Bacteriovorax sp. PNEc1";11
"Bardeliella pulchra";13
"Barynotus moerens";5
"Barynotus obscurus";5
"Bastiania gracilis";10
"Bdellovibrio exovorus";11
"Bicosoeca petiolata";12
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";6
"Blastococcus sp. URHB0062";11
"Blastococcus sp. URHD0003";11
"Blepharisma hyalinum";12
"Bodomorpha sp. HFCC56";13
"Bodomorpha sp. HFCC57";13
"Bolbitius vitellinus";2
"Boleodorus volutus";9
"Bos taurus";9
"Botryochloris sp. SiM-2003";15
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";11
"Bradyrhizobium sp. URHC0015";11
"Bradysia subrufescens";5
"Bresslaua vorax";18
"Bresslauides discoideus";13
"Bryometopus pseudochilodon";18
"Bryometopus sphagni";18
"Buchholzia fallax";5
"Burkholderia cepacia";11
"Caenimonas sp. TSX9-5";11
"Calluna vulgaris";8
"Campanella subdendrophora";2
"Campodea fragilis";5
"Canavalia ensiformis";8
"Candidatus Koribacter versatilis";11
"Candidatus Nitrososphaera gargensis";19
"Candidatus Solibacter usitatus";11
"Capsellina sp. ATCC 50039";20
"Catellatospora sp. KC-EP-S6";11
"Catenulispora graminis";11
