"";"labels"
"Absidia glauca";2
"Achaeta affinis";6
"Achaeta bifollicula";6
"Achaeta cf. bohemica PDW-2010";6
"Achaeta unibulba";6
"Achillea millefolium";9
"Acidobacterium sp. pan6";12
"Acrobeles sp.";11
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";17
"Actinocrinis puniceicyclus";18
"Actinomadura sp. 1g12710";18
"Actinoplanes sp. IR51-RC111";18
"Acyrthosiphon pisum";5
"Adineta vaga";13
"Aeromicrobium panaciterrae";18
"Aeromicrobium sp. HJX17";18
"Aeromicrobium sp. RODSPM17";18
"Aggregicoccus edonensis";18
"Agriotes sordidus";5
"Allolobophora chlorotica";5
"Altererythrobacter buctense";18
"Altererythrobacter sp. 100921-2";18
"Ambispora fennica";5
"Ambispora gerdemannii";5
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";11
"Amphileptus sp. ZY-2014b";19
"Amphimallon solstitiale";5
"Amplimerlinius icarus";10
"Amycolatopsis tolypomycina";18
"Anatonchus tridentatus";20
"Angustibacter luteus";18
"Anoplophrya marylandensis";8
"Anteholosticha gracilis";21
"Anteholosticha monilata";21
"Anteholosticha rectangula";21
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";5
"Aphodius johnsoni";5
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";20
"Aporrectodea caliginosa";5
"Aporrectodea longa";5
"Aporrectodea rosea";5
"Apusomonas proboscidea";14
"Aquihabitans daechungensis";18
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";5
"Archaeospora trappei";5
"Arcuospathidium namibiense";19
"Arenimonas daechungensis";18
"Arenimonas sp. HMF3017";18
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";5
"Azospirillum sp. T2-YC6788";18
"Bacteriovorax sp. PNEc1";18
"Bardeliella pulchra";14
"Barynotus moerens";5
"Barynotus obscurus";5
"Bastiania gracilis";11
"Bdellovibrio exovorus";18
"Bicosoeca petiolata";13
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";7
"Blastococcus sp. URHB0062";18
"Blastococcus sp. URHD0003";18
"Blepharisma hyalinum";13
"Bodomorpha sp. HFCC56";14
"Bodomorpha sp. HFCC57";14
"Bolbitius vitellinus";2
"Boleodorus volutus";10
"Bos taurus";10
"Botryochloris sp. SiM-2003";17
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";18
"Bradyrhizobium sp. URHC0015";18
"Bradysia subrufescens";5
"Bresslaua vorax";21
"Bresslauides discoideus";14
"Bryometopus pseudochilodon";21
"Bryometopus sphagni";21
"Buchholzia fallax";6
"Burkholderia cepacia";18
"Caenimonas sp. TSX9-5";18
"Calluna vulgaris";9
"Campanella subdendrophora";2
"Campodea fragilis";5
"Canavalia ensiformis";9
"Candidatus Koribacter versatilis";12
"Candidatus Nitrososphaera gargensis";22
"Candidatus Solibacter usitatus";12
"Capsellina sp. ATCC 50039";23
"Catellatospora sp. KC-EP-S6";18
"Catenulispora graminis";18
"Caudiholosticha sp. Zlv-2015";21
"Caudiholosticha sylvatica";21
"Caulerpa cupressoides";17
"Caulobacter fusiformis";18
"Caulobacter profundus";18
"Cenarchaeum symbiosum";22
"Cephalobus persegnis";11
"Cerastium arcticum";9
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";14
"Cercomonas braziliensis";14
"Cercomonas celer";14
"Cercomonas fastiga";14
"Cercomonas media";14
"Cercomonas parambigua";14
"Cercomonas parincurva";14
"Cercomonas radiata";14
"Cercomonas rapida";14
"Cercomonas sp. ATCC 50367";14
"Cercomonas sp. HFCC 905";14
"Cercomonas vacuolata";14
"Cetraspora nodosa";5
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";6
"Chamaedrilus aff. sphagnetorum C SM-2014";6
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";18
"Chitinophaga pinensis";18
"Chitinophaga sp. BN130233";18
"Chlamydomonas philotes";17
"Chlamydomonas reinhardtii";17
"Chlamydomyxa labyrinthuloides";15
"Chlorella emersonii";17
"Chlorellidium tetrabotrys";17
"Choleva angustata";1
"Chthoniobacter flavus";18
"Chthonius sp. 2 JM-2008";7
"Chytridium polysiphoniae";5
"Cladosporium sp. CB-20";5
"Claroideoglomus claroideum";5
"Coelastrella saipanensis";17
"Colpoda inflata";14
"Colpoda sp. MD-2011";14
"Colpoda sp. PRA-118";14
"Conopodium majus";9
"Cordyceps cylindrica";8
"Cordyceps memorabilis";8
