"";"labels"
"Absidia glauca";2
"Achaeta affinis";11
"Achaeta bifollicula";11
"Achaeta cf. bohemica PDW-2010";11
"Achaeta unibulba";11
"Achillea millefolium";15
"Acidobacterium sp. pan6";21
"Acrobeles sp.";20
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";26
"Actinocrinis puniceicyclus";28
"Actinomadura sp. 1g12710";28
"Actinoplanes sp. IR51-RC111";28
"Acyrthosiphon pisum";18
"Adineta vaga";22
"Aeromicrobium panaciterrae";28
"Aeromicrobium sp. HJX17";28
"Aeromicrobium sp. RODSPM17";28
"Aggregicoccus edonensis";28
"Agriotes sordidus";14
"Allolobophora chlorotica";35
"Altererythrobacter buctense";28
"Altererythrobacter sp. 100921-2";28
"Ambispora fennica";42
"Ambispora gerdemannii";42
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";20
"Amphileptus sp. ZY-2014b";31
"Amphimallon solstitiale";18
"Amplimerlinius icarus";16
"Amycolatopsis tolypomycina";28
"Anatonchus tridentatus";32
"Angustibacter luteus";28
"Anoplophrya marylandensis";10
"Anteholosticha gracilis";36
"Anteholosticha monilata";36
"Anteholosticha rectangula";36
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";18
"Aphodius johnsoni";18
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";32
"Aporrectodea caliginosa";35
"Aporrectodea longa";35
"Aporrectodea rosea";35
"Apusomonas proboscidea";23
"Aquihabitans daechungensis";28
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";42
"Archaeospora trappei";42
"Arcuospathidium namibiense";31
"Arenimonas daechungensis";28
"Arenimonas sp. HMF3017";28
"Articulospora proliferata";2
"Ascobolus stercorarius";37
"Asterostroma andinum";2
"Aulacorthum solani";17
"Azospirillum sp. T2-YC6788";28
"Bacteriovorax sp. PNEc1";28
"Bardeliella pulchra";23
"Barynotus moerens";18
