"";"labels"
"Absidia glauca";2
"Achaeta affinis";9
"Achaeta bifollicula";9
"Achaeta cf. bohemica PDW-2010";9
"Achaeta unibulba";9
"Achillea millefolium";13
"Acidobacterium sp. pan6";18
"Acrobeles sp.";17
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";23
"Actinocrinis puniceicyclus";25
"Actinomadura sp. 1g12710";25
"Actinoplanes sp. IR51-RC111";25
"Acyrthosiphon pisum";15
"Adineta vaga";19
"Aeromicrobium panaciterrae";25
"Aeromicrobium sp. HJX17";25
"Aeromicrobium sp. RODSPM17";25
"Aggregicoccus edonensis";25
"Agriotes sordidus";12
"Allolobophora chlorotica";32
"Altererythrobacter buctense";25
"Altererythrobacter sp. 100921-2";25
"Ambispora fennica";38
"Ambispora gerdemannii";38
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";17
"Amphileptus sp. ZY-2014b";28
"Amphimallon solstitiale";15
"Amplimerlinius icarus";14
"Amycolatopsis tolypomycina";25
"Anatonchus tridentatus";29
"Angustibacter luteus";25
"Anoplophrya marylandensis";8
"Anteholosticha gracilis";33
"Anteholosticha monilata";33
"Anteholosticha rectangula";33
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";15
"Aphodius johnsoni";15
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";29
"Aporrectodea caliginosa";32
"Aporrectodea longa";32
"Aporrectodea rosea";32
"Apusomonas proboscidea";20
"Aquihabitans daechungensis";25
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";38
"Archaeospora trappei";38
"Arcuospathidium namibiense";28
"Arenimonas daechungensis";25
"Arenimonas sp. HMF3017";25
"Articulospora proliferata";2
"Ascobolus stercorarius";34
"Asterostroma andinum";2
"Aulacorthum solani";15
"Azospirillum sp. T2-YC6788";25
"Bacteriovorax sp. PNEc1";25
"Bardeliella pulchra";20
"Barynotus moerens";15
"Barynotus obscurus";15
"Bastiania gracilis";17
"Bdellovibrio exovorus";25
"Bicosoeca petiolata";19
"Bisporella citrina";34
"Blaberolaelaps sp. APGD-2010";10
"Blastococcus sp. URHB0062";25
"Blastococcus sp. URHD0003";25
"Blepharisma hyalinum";19
"Bodomorpha sp. HFCC56";20
"Bodomorpha sp. HFCC57";20
"Bolbitius vitellinus";34
"Boleodorus volutus";14
"Bos taurus";14
"Botryochloris sp. SiM-2003";23
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";25
"Bradyrhizobium sp. URHC0015";25
"Bradysia subrufescens";35
"Bresslaua vorax";33
"Bresslauides discoideus";20
"Bryometopus pseudochilodon";33
"Bryometopus sphagni";33
"Buchholzia fallax";9
"Burkholderia cepacia";25
"Caenimonas sp. TSX9-5";25
"Calluna vulgaris";13
"Campanella subdendrophora";2
"Campodea fragilis";35
"Canavalia ensiformis";13
"Candidatus Koribacter versatilis";18
"Candidatus Nitrososphaera gargensis";36
"Candidatus Solibacter usitatus";18
"Capsellina sp. ATCC 50039";37
"Catellatospora sp. KC-EP-S6";25
"Catenulispora graminis";25
"Caudiholosticha sp. Zlv-2015";33
"Caudiholosticha sylvatica";33
"Caulerpa cupressoides";23
"Caulobacter fusiformis";25
"Caulobacter profundus";25
"Cenarchaeum symbiosum";36
"Cephalobus persegnis";17
"Cerastium arcticum";13
"Ceratophysella sp. FZ-2014";3
"Cercomonas alexieffi";20
"Cercomonas braziliensis";20
"Cercomonas celer";20
"Cercomonas fastiga";20
"Cercomonas media";20
"Cercomonas parambigua";20
"Cercomonas parincurva";20
"Cercomonas radiata";20
"Cercomonas rapida";20
"Cercomonas sp. ATCC 50367";20
"Cercomonas sp. HFCC 905";20
"Cercomonas vacuolata";20
"Cetraspora nodosa";38
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";9
"Chamaedrilus aff. sphagnetorum C SM-2014";9
"Cheilymenia stercorea";34
"Chitinophaga oryziterrae";25
"Chitinophaga pinensis";25
"Chitinophaga sp. BN130233";25
"Chlamydomonas philotes";23
"Chlamydomonas reinhardtii";23
"Chlamydomyxa labyrinthuloides";21
"Chlorella emersonii";23
"Chlorellidium tetrabotrys";23
"Choleva angustata";4
"Chthoniobacter flavus";25
"Chthonius sp. 2 JM-2008";10
"Chytridium polysiphoniae";24
"Cladosporium sp. CB-20";38
"Claroideoglomus claroideum";38
"Coelastrella saipanensis";23
"Colpoda inflata";20
"Colpoda sp. MD-2011";20
"Colpoda sp. PRA-118";20
"Conopodium majus";13
"Cordyceps cylindrica";26
"Cordyceps memorabilis";26
"Corythion dubium";20
"Craterocolla cerasi";2
"Cryphonectria parasitica";34
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";28
"Cultellothrix lionotiformis";28
"Cylindroiulus caeruleocinctus";15
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";25
"Dactylis glomerata";13
"Dechlorospirillum sp. SN1";25
"Demequina sp. CMS382";25
"Devosia sp. P-37";25
"Diaphanoeca spiralifurca";19
"Diaphorobacter sp. NPG-14";25
"Dileptus microstoma";28
"Dileptus sp.";28
"Dioszegia crocea";2
"Diplogasteroides magnus";29
"Discolaimus cf. major HHBM-2007a";5
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";38
"Dokdonella ginsengisoli";25
