"";"labels"
"Absidia glauca";2
"Achaeta affinis";8
"Achaeta bifollicula";8
"Achaeta cf. bohemica PDW-2010";8
"Achaeta unibulba";8
"Achillea millefolium";12
"Acidobacterium sp. pan6";16
"Acrobeles sp.";15
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";21
"Actinocrinis puniceicyclus";23
"Actinomadura sp. 1g12710";23
"Actinoplanes sp. IR51-RC111";23
"Acyrthosiphon pisum";14
"Adineta vaga";17
"Aeromicrobium panaciterrae";23
"Aeromicrobium sp. HJX17";23
"Aeromicrobium sp. RODSPM17";23
"Aggregicoccus edonensis";23
"Agriotes sordidus";11
"Allolobophora chlorotica";28
"Altererythrobacter buctense";23
"Altererythrobacter sp. 100921-2";23
"Ambispora fennica";25
"Ambispora gerdemannii";25
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";15
"Amphileptus sp. ZY-2014b";26
"Amphimallon solstitiale";14
"Amplimerlinius icarus";13
"Amycolatopsis tolypomycina";23
"Anatonchus tridentatus";27
"Angustibacter luteus";23
"Anoplophrya marylandensis";7
"Anteholosticha gracilis";29
"Anteholosticha monilata";29
"Anteholosticha rectangula";29
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";14
"Aphodius johnsoni";14
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";27
"Aporrectodea caliginosa";28
"Aporrectodea longa";28
"Aporrectodea rosea";28
"Apusomonas proboscidea";18
"Aquihabitans daechungensis";23
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";25
"Archaeospora trappei";25
"Arcuospathidium namibiense";26
"Arenimonas daechungensis";23
"Arenimonas sp. HMF3017";23
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";14
"Azospirillum sp. T2-YC6788";23
"Bacteriovorax sp. PNEc1";23
"Bardeliella pulchra";18
"Barynotus moerens";14
"Barynotus obscurus";14
"Bastiania gracilis";15
"Bdellovibrio exovorus";23
"Bicosoeca petiolata";17
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";9
"Blastococcus sp. URHB0062";23
"Blastococcus sp. URHD0003";23
"Blepharisma hyalinum";17
"Bodomorpha sp. HFCC56";18
"Bodomorpha sp. HFCC57";18
"Bolbitius vitellinus";2
"Boleodorus volutus";13
"Bos taurus";13
"Botryochloris sp. SiM-2003";21
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";23
"Bradyrhizobium sp. URHC0015";23
"Bradysia subrufescens";11
"Bresslaua vorax";29
"Bresslauides discoideus";18
"Bryometopus pseudochilodon";29
"Bryometopus sphagni";29
"Buchholzia fallax";8
"Burkholderia cepacia";23
"Caenimonas sp. TSX9-5";23
"Calluna vulgaris";12
"Campanella subdendrophora";2
"Campodea fragilis";11
"Canavalia ensiformis";12
"Candidatus Koribacter versatilis";16
"Candidatus Nitrososphaera gargensis";30
"Candidatus Solibacter usitatus";16
"Capsellina sp. ATCC 50039";31
"Catellatospora sp. KC-EP-S6";23
"Catenulispora graminis";23
"Caudiholosticha sp. Zlv-2015";29
"Caudiholosticha sylvatica";29
"Caulerpa cupressoides";21
"Caulobacter fusiformis";23
"Caulobacter profundus";23
"Cenarchaeum symbiosum";30
"Cephalobus persegnis";15
"Cerastium arcticum";12
"Ceratophysella sp. FZ-2014";3
"Cercomonas alexieffi";18
"Cercomonas braziliensis";18
"Cercomonas celer";18
"Cercomonas fastiga";18
"Cercomonas media";18
"Cercomonas parambigua";18
"Cercomonas parincurva";18
"Cercomonas radiata";18
"Cercomonas rapida";18
"Cercomonas sp. ATCC 50367";18
"Cercomonas sp. HFCC 905";18
"Cercomonas vacuolata";18
"Cetraspora nodosa";25
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";8
"Chamaedrilus aff. sphagnetorum C SM-2014";8
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";23
"Chitinophaga pinensis";23
"Chitinophaga sp. BN130233";23
"Chlamydomonas philotes";21
"Chlamydomonas reinhardtii";21
"Chlamydomyxa labyrinthuloides";19
"Chlorella emersonii";21
"Chlorellidium tetrabotrys";21
"Choleva angustata";3
"Chthoniobacter flavus";23
"Chthonius sp. 2 JM-2008";9
"Chytridium polysiphoniae";22
"Cladosporium sp. CB-20";25
"Claroideoglomus claroideum";25
"Coelastrella saipanensis";21
"Colpoda inflata";18
"Colpoda sp. MD-2011";18
"Colpoda sp. PRA-118";18
"Conopodium majus";12
"Cordyceps cylindrica";24
"Cordyceps memorabilis";24
"Corythion dubium";18
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";26
"Cultellothrix lionotiformis";26
"Cylindroiulus caeruleocinctus";14
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";23
"Dactylis glomerata";12
"Dechlorospirillum sp. SN1";23
"Demequina sp. CMS382";23
"Devosia sp. P-37";23
"Diaphanoeca spiralifurca";17
"Diaphorobacter sp. NPG-14";23
"Dileptus microstoma";26
"Dileptus sp.";26
"Dioszegia crocea";2
"Diplogasteroides magnus";27
"Discolaimus cf. major HHBM-2007a";4
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";25
"Dokdonella ginsengisoli";23
