"";"labels"
"Absidia glauca";2
"Achaeta affinis";9
"Achaeta bifollicula";9
"Achaeta cf. bohemica PDW-2010";9
"Achaeta unibulba";9
"Achillea millefolium";13
"Acidobacterium sp. pan6";19
"Acrobeles sp.";18
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";24
"Actinocrinis puniceicyclus";26
"Actinomadura sp. 1g12710";26
"Actinoplanes sp. IR51-RC111";26
"Acyrthosiphon pisum";16
"Adineta vaga";20
"Aeromicrobium panaciterrae";26
"Aeromicrobium sp. HJX17";26
"Aeromicrobium sp. RODSPM17";26
"Aggregicoccus edonensis";26
"Agriotes sordidus";12
"Allolobophora chlorotica";33
"Altererythrobacter buctense";26
"Altererythrobacter sp. 100921-2";26
"Ambispora fennica";40
"Ambispora gerdemannii";40
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";18
"Amphileptus sp. ZY-2014b";29
"Amphimallon solstitiale";16
"Amplimerlinius icarus";14
"Amycolatopsis tolypomycina";26
"Anatonchus tridentatus";30
"Angustibacter luteus";26
"Anoplophrya marylandensis";8
"Anteholosticha gracilis";34
"Anteholosticha monilata";34
"Anteholosticha rectangula";34
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";16
"Aphodius johnsoni";16
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";30
"Aporrectodea caliginosa";33
"Aporrectodea longa";33
"Aporrectodea rosea";33
"Apusomonas proboscidea";21
"Aquihabitans daechungensis";26
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";40
"Archaeospora trappei";40
"Arcuospathidium namibiense";29
"Arenimonas daechungensis";26
"Arenimonas sp. HMF3017";26
"Articulospora proliferata";2
"Ascobolus stercorarius";35
"Asterostroma andinum";2
"Aulacorthum solani";15
"Azospirillum sp. T2-YC6788";26
"Bacteriovorax sp. PNEc1";26
"Bardeliella pulchra";21
"Barynotus moerens";16
"Barynotus obscurus";16
"Bastiania gracilis";18
"Bdellovibrio exovorus";26
"Bicosoeca petiolata";20
"Bisporella citrina";35
"Blaberolaelaps sp. APGD-2010";10
"Blastococcus sp. URHB0062";26
"Blastococcus sp. URHD0003";26
"Blepharisma hyalinum";20
"Bodomorpha sp. HFCC56";21
"Bodomorpha sp. HFCC57";21
"Bolbitius vitellinus";35
"Boleodorus volutus";14
"Bos taurus";14
"Botryochloris sp. SiM-2003";24
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";26
"Bradyrhizobium sp. URHC0015";26
"Bradysia subrufescens";36
"Bresslaua vorax";34
"Bresslauides discoideus";21
"Bryometopus pseudochilodon";34
"Bryometopus sphagni";34
"Buchholzia fallax";9
"Burkholderia cepacia";26
"Caenimonas sp. TSX9-5";26
"Calluna vulgaris";13
"Campanella subdendrophora";2
"Campodea fragilis";36
"Canavalia ensiformis";13
"Candidatus Koribacter versatilis";19
"Candidatus Nitrososphaera gargensis";37
"Candidatus Solibacter usitatus";19
"Capsellina sp. ATCC 50039";38
"Catellatospora sp. KC-EP-S6";26
"Catenulispora graminis";26
"Caudiholosticha sp. Zlv-2015";34
"Caudiholosticha sylvatica";34
"Caulerpa cupressoides";24
"Caulobacter fusiformis";26
"Caulobacter profundus";26
"Cenarchaeum symbiosum";37
"Cephalobus persegnis";18
"Cerastium arcticum";39
"Ceratophysella sp. FZ-2014";3
"Cercomonas alexieffi";21
"Cercomonas braziliensis";21
"Cercomonas celer";21
"Cercomonas fastiga";21
"Cercomonas media";21
"Cercomonas parambigua";21
"Cercomonas parincurva";21
"Cercomonas radiata";21
"Cercomonas rapida";21
"Cercomonas sp. ATCC 50367";21
"Cercomonas sp. HFCC 905";21
"Cercomonas vacuolata";21
"Cetraspora nodosa";40
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";9
"Chamaedrilus aff. sphagnetorum C SM-2014";9
"Cheilymenia stercorea";35
"Chitinophaga oryziterrae";26
"Chitinophaga pinensis";26
"Chitinophaga sp. BN130233";26
"Chlamydomonas philotes";24
"Chlamydomonas reinhardtii";24
"Chlamydomyxa labyrinthuloides";22
"Chlorella emersonii";24
"Chlorellidium tetrabotrys";24
"Choleva angustata";4
"Chthoniobacter flavus";26
"Chthonius sp. 2 JM-2008";10
"Chytridium polysiphoniae";25
"Cladosporium sp. CB-20";40
"Claroideoglomus claroideum";40
"Coelastrella saipanensis";24
"Colpoda inflata";21
"Colpoda sp. MD-2011";21
"Colpoda sp. PRA-118";21
"Conopodium majus";13
"Cordyceps cylindrica";27
"Cordyceps memorabilis";27
"Corythion dubium";21
"Craterocolla cerasi";2
"Cryphonectria parasitica";35
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";29
"Cultellothrix lionotiformis";29
"Cylindroiulus caeruleocinctus";16
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";26
"Dactylis glomerata";13
"Dechlorospirillum sp. SN1";26
"Demequina sp. CMS382";26
"Devosia sp. P-37";26
"Diaphanoeca spiralifurca";20
"Diaphorobacter sp. NPG-14";26
"Dileptus microstoma";29
"Dileptus sp.";29
"Dioszegia crocea";2
"Diplogasteroides magnus";30
"Discolaimus cf. major HHBM-2007a";5
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";40
"Dokdonella ginsengisoli";26
