"";"labels"
"Absidia glauca";2
"Achaeta affinis";7
"Achaeta bifollicula";7
"Achaeta cf. bohemica PDW-2010";7
"Achaeta unibulba";7
"Achillea millefolium";11
"Acidobacterium sp. pan6";14
"Acrobeles sp.";13
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";19
"Actinocrinis puniceicyclus";20
"Actinomadura sp. 1g12710";20
"Actinoplanes sp. IR51-RC111";20
"Acyrthosiphon pisum";10
"Adineta vaga";15
"Aeromicrobium panaciterrae";20
"Aeromicrobium sp. HJX17";20
"Aeromicrobium sp. RODSPM17";20
"Aggregicoccus edonensis";20
"Agriotes sordidus";10
"Allolobophora chlorotica";6
"Altererythrobacter buctense";20
"Altererythrobacter sp. 100921-2";20
"Ambispora fennica";6
"Ambispora gerdemannii";6
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";13
"Amphileptus sp. ZY-2014b";21
"Amphimallon solstitiale";10
"Amplimerlinius icarus";12
"Amycolatopsis tolypomycina";20
"Anatonchus tridentatus";22
"Angustibacter luteus";20
"Anoplophrya marylandensis";6
"Anteholosticha gracilis";23
"Anteholosticha monilata";23
"Anteholosticha rectangula";23
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";10
"Aphodius johnsoni";10
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";22
"Aporrectodea caliginosa";6
"Aporrectodea longa";6
"Aporrectodea rosea";6
"Apusomonas proboscidea";16
"Aquihabitans daechungensis";20
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";6
"Archaeospora trappei";6
"Arcuospathidium namibiense";21
"Arenimonas daechungensis";20
"Arenimonas sp. HMF3017";20
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";10
"Azospirillum sp. T2-YC6788";20
"Bacteriovorax sp. PNEc1";20
"Bardeliella pulchra";16
"Barynotus moerens";10
"Barynotus obscurus";10
"Bastiania gracilis";13
"Bdellovibrio exovorus";20
"Bicosoeca petiolata";15
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";8
"Blastococcus sp. URHB0062";20
"Blastococcus sp. URHD0003";20
"Blepharisma hyalinum";15
"Bodomorpha sp. HFCC56";16
"Bodomorpha sp. HFCC57";16
"Bolbitius vitellinus";2
"Boleodorus volutus";12
"Bos taurus";12
"Botryochloris sp. SiM-2003";19
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";20
"Bradyrhizobium sp. URHC0015";20
"Bradysia subrufescens";10
"Bresslaua vorax";23
"Bresslauides discoideus";16
"Bryometopus pseudochilodon";23
"Bryometopus sphagni";23
"Buchholzia fallax";7
"Burkholderia cepacia";20
"Caenimonas sp. TSX9-5";20
"Calluna vulgaris";11
"Campanella subdendrophora";2
"Campodea fragilis";10
"Canavalia ensiformis";11
"Candidatus Koribacter versatilis";14
"Candidatus Nitrososphaera gargensis";24
"Candidatus Solibacter usitatus";14
"Capsellina sp. ATCC 50039";25
"Catellatospora sp. KC-EP-S6";20
"Catenulispora graminis";20
