"";"labels"
"Absidia glauca";2
"Achaeta affinis";6
"Achaeta bifollicula";6
"Achaeta cf. bohemica PDW-2010";6
"Achaeta unibulba";6
"Achillea millefolium";9
"Acidobacterium sp. pan6";12
"Acrobeles sp.";11
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";17
"Actinocrinis puniceicyclus";12
"Actinomadura sp. 1g12710";12
"Actinoplanes sp. IR51-RC111";12
"Acyrthosiphon pisum";8
"Adineta vaga";13
"Aeromicrobium panaciterrae";12
"Aeromicrobium sp. HJX17";12
"Aeromicrobium sp. RODSPM17";12
"Aggregicoccus edonensis";12
"Agriotes sordidus";8
"Allolobophora chlorotica";8
"Altererythrobacter buctense";12
"Altererythrobacter sp. 100921-2";12
"Ambispora fennica";8
"Ambispora gerdemannii";8
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";11
"Amphileptus sp. ZY-2014b";18
"Amphimallon solstitiale";8
"Amplimerlinius icarus";10
"Amycolatopsis tolypomycina";12
"Anatonchus tridentatus";19
"Angustibacter luteus";12
"Anoplophrya marylandensis";5
"Anteholosticha gracilis";20
"Anteholosticha monilata";20
"Anteholosticha rectangula";20
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";8
"Aphodius johnsoni";8
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";19
"Aporrectodea caliginosa";8
"Aporrectodea longa";8
"Aporrectodea rosea";8
"Apusomonas proboscidea";14
"Aquihabitans daechungensis";12
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";8
"Archaeospora trappei";8
"Arcuospathidium namibiense";18
"Arenimonas daechungensis";12
"Arenimonas sp. HMF3017";12
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";8
"Azospirillum sp. T2-YC6788";12
"Bacteriovorax sp. PNEc1";12
"Bardeliella pulchra";14
"Barynotus moerens";8
"Barynotus obscurus";8
"Bastiania gracilis";11
"Bdellovibrio exovorus";12
"Bicosoeca petiolata";13
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";7
"Blastococcus sp. URHB0062";12
"Blastococcus sp. URHD0003";12
"Blepharisma hyalinum";13
"Bodomorpha sp. HFCC56";14
"Bodomorpha sp. HFCC57";14
"Bolbitius vitellinus";2
"Boleodorus volutus";10
"Bos taurus";10
"Botryochloris sp. SiM-2003";17
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";12
"Bradyrhizobium sp. URHC0015";12
"Bradysia subrufescens";8
"Bresslaua vorax";20
"Bresslauides discoideus";14
"Bryometopus pseudochilodon";20
"Bryometopus sphagni";20
"Buchholzia fallax";6
"Burkholderia cepacia";12
"Caenimonas sp. TSX9-5";12
"Calluna vulgaris";9
"Campanella subdendrophora";2
"Campodea fragilis";8
"Canavalia ensiformis";9
"Candidatus Koribacter versatilis";12
"Candidatus Nitrososphaera gargensis";21
"Candidatus Solibacter usitatus";12
"Capsellina sp. ATCC 50039";22
"Catellatospora sp. KC-EP-S6";12
"Catenulispora graminis";12
"Caudiholosticha sp. Zlv-2015";20
"Caudiholosticha sylvatica";20
"Caulerpa cupressoides";17
"Caulobacter fusiformis";12
"Caulobacter profundus";12
"Cenarchaeum symbiosum";21
"Cephalobus persegnis";11
"Cerastium arcticum";9
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";14
"Cercomonas braziliensis";14
"Cercomonas celer";14
"Cercomonas fastiga";14
"Cercomonas media";14
"Cercomonas parambigua";14
"Cercomonas parincurva";14
"Cercomonas radiata";14
"Cercomonas rapida";14
"Cercomonas sp. ATCC 50367";14
"Cercomonas sp. HFCC 905";14
"Cercomonas vacuolata";14
"Cetraspora nodosa";8
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";6
"Chamaedrilus aff. sphagnetorum C SM-2014";6
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";12
"Chitinophaga pinensis";12
"Chitinophaga sp. BN130233";12
"Chlamydomonas philotes";17
"Chlamydomonas reinhardtii";17
"Chlamydomyxa labyrinthuloides";15
"Chlorella emersonii";17
"Chlorellidium tetrabotrys";17
"Choleva angustata";1
"Chthoniobacter flavus";12
"Chthonius sp. 2 JM-2008";7
"Chytridium polysiphoniae";8
"Cladosporium sp. CB-20";8
"Claroideoglomus claroideum";8
"Coelastrella saipanensis";17
"Colpoda inflata";14
"Colpoda sp. MD-2011";14
"Colpoda sp. PRA-118";14
"Conopodium majus";9
"Cordyceps cylindrica";5
"Cordyceps memorabilis";5
