"";"labels"
"Absidia glauca";2
"Achaeta affinis";4
"Achaeta bifollicula";4
"Achaeta cf. bohemica PDW-2010";4
"Achaeta unibulba";4
"Achillea millefolium";4
"Acidobacterium sp. pan6";6
"Acrobeles sp.";5
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";4
"Actinocrinis puniceicyclus";6
"Actinomadura sp. 1g12710";6
"Actinoplanes sp. IR51-RC111";6
"Acyrthosiphon pisum";4
"Adineta vaga";5
"Aeromicrobium panaciterrae";6
"Aeromicrobium sp. HJX17";6
"Aeromicrobium sp. RODSPM17";6
"Aggregicoccus edonensis";6
"Agriotes sordidus";4
"Allolobophora chlorotica";4
"Altererythrobacter buctense";6
"Altererythrobacter sp. 100921-2";6
"Ambispora fennica";4
"Ambispora gerdemannii";4
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";5
"Amphileptus sp. ZY-2014b";9
"Amphimallon solstitiale";4
"Amplimerlinius icarus";4
"Amycolatopsis tolypomycina";6
"Anatonchus tridentatus";10
"Angustibacter luteus";6
"Anoplophrya marylandensis";4
"Anteholosticha gracilis";10
"Anteholosticha monilata";10
"Anteholosticha rectangula";10
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";4
"Aphodius johnsoni";4
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";10
"Aporrectodea caliginosa";4
"Aporrectodea longa";4
"Aporrectodea rosea";4
"Apusomonas proboscidea";7
"Aquihabitans daechungensis";6
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";4
"Archaeospora trappei";4
"Arcuospathidium namibiense";9
"Arenimonas daechungensis";6
"Arenimonas sp. HMF3017";6
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";4
"Azospirillum sp. T2-YC6788";6
"Bacteriovorax sp. PNEc1";6
"Bardeliella pulchra";7
"Barynotus moerens";4
"Barynotus obscurus";4
"Bastiania gracilis";5
"Bdellovibrio exovorus";6
"Bicosoeca petiolata";5
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";4
"Blastococcus sp. URHB0062";6
"Blastococcus sp. URHD0003";6
"Blepharisma hyalinum";5
"Bodomorpha sp. HFCC56";7
"Bodomorpha sp. HFCC57";7
"Bolbitius vitellinus";2
"Boleodorus volutus";4
"Bos taurus";4
"Botryochloris sp. SiM-2003";4
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";6
"Bradyrhizobium sp. URHC0015";6
"Bradysia subrufescens";4
"Bresslaua vorax";10
"Bresslauides discoideus";7
"Bryometopus pseudochilodon";10
"Bryometopus sphagni";10
"Buchholzia fallax";4
"Burkholderia cepacia";6
"Caenimonas sp. TSX9-5";6
"Calluna vulgaris";4
"Campanella subdendrophora";2
"Campodea fragilis";4
"Canavalia ensiformis";4
"Candidatus Koribacter versatilis";6
"Candidatus Nitrososphaera gargensis";4
"Candidatus Solibacter usitatus";6
"Capsellina sp. ATCC 50039";4
"Catellatospora sp. KC-EP-S6";6
"Catenulispora graminis";6
"Caudiholosticha sp. Zlv-2015";10
"Caudiholosticha sylvatica";10
"Caulerpa cupressoides";4
"Caulobacter fusiformis";6
"Caulobacter profundus";6
"Cenarchaeum symbiosum";4
"Cephalobus persegnis";5
"Cerastium arcticum";4
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";7
"Cercomonas braziliensis";7
"Cercomonas celer";7
"Cercomonas fastiga";7
"Cercomonas media";7
"Cercomonas parambigua";7
"Cercomonas parincurva";7
"Cercomonas radiata";7
"Cercomonas rapida";7
"Cercomonas sp. ATCC 50367";7
"Cercomonas sp. HFCC 905";7
"Cercomonas vacuolata";7
"Cetraspora nodosa";4
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";4
"Chamaedrilus aff. sphagnetorum C SM-2014";4
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";6
"Chitinophaga pinensis";6
"Chitinophaga sp. BN130233";6
"Chlamydomonas philotes";4
"Chlamydomonas reinhardtii";4
"Chlamydomyxa labyrinthuloides";8
"Chlorella emersonii";4
"Chlorellidium tetrabotrys";4
"Choleva angustata";1
"Chthoniobacter flavus";6
"Chthonius sp. 2 JM-2008";4
"Chytridium polysiphoniae";4
"Cladosporium sp. CB-20";4
"Claroideoglomus claroideum";4
"Coelastrella saipanensis";4
"Colpoda inflata";7
"Colpoda sp. MD-2011";7
