"";"labels"
"Absidia glauca";2
"Achaeta affinis";4
"Achaeta bifollicula";4
"Achaeta cf. bohemica PDW-2010";4
"Achaeta unibulba";4
"Achillea millefolium";7
"Acidobacterium sp. pan6";10
"Acrobeles sp.";9
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";14
"Actinocrinis puniceicyclus";10
"Actinomadura sp. 1g12710";10
"Actinoplanes sp. IR51-RC111";10
"Acyrthosiphon pisum";4
"Adineta vaga";11
"Aeromicrobium panaciterrae";10
"Aeromicrobium sp. HJX17";10
"Aeromicrobium sp. RODSPM17";10
"Aggregicoccus edonensis";10
"Agriotes sordidus";4
"Allolobophora chlorotica";4
"Altererythrobacter buctense";10
"Altererythrobacter sp. 100921-2";10
"Ambispora fennica";4
"Ambispora gerdemannii";4
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";9
"Amphileptus sp. ZY-2014b";15
"Amphimallon solstitiale";4
"Amplimerlinius icarus";8
"Amycolatopsis tolypomycina";10
"Anatonchus tridentatus";16
"Angustibacter luteus";10
"Anoplophrya marylandensis";6
"Anteholosticha gracilis";17
"Anteholosticha monilata";17
"Anteholosticha rectangula";17
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";4
"Aphodius johnsoni";4
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";16
"Aporrectodea caliginosa";4
"Aporrectodea longa";4
"Aporrectodea rosea";4
"Apusomonas proboscidea";12
"Aquihabitans daechungensis";10
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";4
"Archaeospora trappei";4
"Arcuospathidium namibiense";15
"Arenimonas daechungensis";10
"Arenimonas sp. HMF3017";10
"Articulospora proliferata";2
"Ascobolus stercorarius";2
"Asterostroma andinum";2
"Aulacorthum solani";4
"Azospirillum sp. T2-YC6788";10
"Bacteriovorax sp. PNEc1";10
"Bardeliella pulchra";12
"Barynotus moerens";4
"Barynotus obscurus";4
"Bastiania gracilis";9
"Bdellovibrio exovorus";10
"Bicosoeca petiolata";11
"Bisporella citrina";2
"Blaberolaelaps sp. APGD-2010";5
"Blastococcus sp. URHB0062";10
"Blastococcus sp. URHD0003";10
"Blepharisma hyalinum";11
"Bodomorpha sp. HFCC56";12
"Bodomorpha sp. HFCC57";12
"Bolbitius vitellinus";2
"Boleodorus volutus";8
"Bos taurus";8
"Botryochloris sp. SiM-2003";14
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";10
"Bradyrhizobium sp. URHC0015";10
"Bradysia subrufescens";4
"Bresslaua vorax";17
"Bresslauides discoideus";12
"Bryometopus pseudochilodon";17
"Bryometopus sphagni";17
"Buchholzia fallax";4
"Burkholderia cepacia";10
"Caenimonas sp. TSX9-5";10
"Calluna vulgaris";7
"Campanella subdendrophora";2
"Campodea fragilis";4
"Canavalia ensiformis";7
"Candidatus Koribacter versatilis";10
"Candidatus Nitrososphaera gargensis";18
"Candidatus Solibacter usitatus";10
"Capsellina sp. ATCC 50039";19
"Catellatospora sp. KC-EP-S6";10
"Catenulispora graminis";10
"Caudiholosticha sp. Zlv-2015";17
"Caudiholosticha sylvatica";17
"Caulerpa cupressoides";14
"Caulobacter fusiformis";10
"Caulobacter profundus";10
"Cenarchaeum symbiosum";18
"Cephalobus persegnis";9
"Cerastium arcticum";7
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";12
"Cercomonas braziliensis";12
"Cercomonas celer";12
"Cercomonas fastiga";12
"Cercomonas media";12
"Cercomonas parambigua";12
"Cercomonas parincurva";12
"Cercomonas radiata";12
"Cercomonas rapida";12
"Cercomonas sp. ATCC 50367";12
"Cercomonas sp. HFCC 905";12
"Cercomonas vacuolata";12
"Cetraspora nodosa";4
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";4
"Chamaedrilus aff. sphagnetorum C SM-2014";4
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";10
"Chitinophaga pinensis";10
"Chitinophaga sp. BN130233";10
"Chlamydomonas philotes";14
"Chlamydomonas reinhardtii";14
"Chlamydomyxa labyrinthuloides";13
"Chlorella emersonii";14
"Chlorellidium tetrabotrys";14
"Choleva angustata";1
"Chthoniobacter flavus";10
"Chthonius sp. 2 JM-2008";5
"Chytridium polysiphoniae";4
"Cladosporium sp. CB-20";4
"Claroideoglomus claroideum";4
"Coelastrella saipanensis";14
"Colpoda inflata";12
"Colpoda sp. MD-2011";12
