"";"labels"
"Absidia glauca";2
"Achaeta affinis";10
"Achaeta bifollicula";10
"Achaeta cf. bohemica PDW-2010";10
"Achaeta unibulba";10
"Achillea millefolium";14
"Acidobacterium sp. pan6";20
"Acrobeles sp.";19
"Acrospermum gramineum";2
"Actinochloris sp. BCP-LG3VF20";25
"Actinocrinis puniceicyclus";27
"Actinomadura sp. 1g12710";27
"Actinoplanes sp. IR51-RC111";27
"Acyrthosiphon pisum";17
"Adineta vaga";21
"Aeromicrobium panaciterrae";27
"Aeromicrobium sp. HJX17";27
"Aeromicrobium sp. RODSPM17";27
"Aggregicoccus edonensis";27
"Agriotes sordidus";13
"Allolobophora chlorotica";34
"Altererythrobacter buctense";27
"Altererythrobacter sp. 100921-2";27
"Ambispora fennica";41
"Ambispora gerdemannii";41
"Amphidelus cf. pusillus 9 Mile 3-17 LP-02";19
"Amphileptus sp. ZY-2014b";30
"Amphimallon solstitiale";17
"Amplimerlinius icarus";15
"Amycolatopsis tolypomycina";27
"Anatonchus tridentatus";31
"Angustibacter luteus";27
"Anoplophrya marylandensis";9
"Anteholosticha gracilis";35
"Anteholosticha monilata";35
"Anteholosticha rectangula";35
"Aphelenchoides sp. 2137";1
"Aphelenchus avenae";1
"Aphidius ervi";17
"Aphodius johnsoni";17
"Apiotrichum porosum";2
"Aporcelaimellus sp. 2010_050";31
"Aporrectodea caliginosa";34
"Aporrectodea longa";34
"Aporrectodea rosea";34
"Apusomonas proboscidea";22
"Aquihabitans daechungensis";27
"Archaeorhizomyces borealis";2
"Archaeorhizomyces finlayi";2
"Archaeospora sp. PODO7.3";41
"Archaeospora trappei";41
"Arcuospathidium namibiense";30
"Arenimonas daechungensis";27
"Arenimonas sp. HMF3017";27
"Articulospora proliferata";2
"Ascobolus stercorarius";36
"Asterostroma andinum";2
"Aulacorthum solani";16
"Azospirillum sp. T2-YC6788";27
"Bacteriovorax sp. PNEc1";27
"Bardeliella pulchra";22
"Barynotus moerens";17
"Barynotus obscurus";17
"Bastiania gracilis";19
"Bdellovibrio exovorus";27
"Bicosoeca petiolata";21
"Bisporella citrina";36
"Blaberolaelaps sp. APGD-2010";11
"Blastococcus sp. URHB0062";27
"Blastococcus sp. URHD0003";27
"Blepharisma hyalinum";21
"Bodomorpha sp. HFCC56";22
"Bodomorpha sp. HFCC57";22
"Bolbitius vitellinus";36
"Boleodorus volutus";15
"Bos taurus";15
"Botryochloris sp. SiM-2003";25
"Boudiera acanthospora";2
"Brachyphoris oviparasitica";2
"Bradyrhizobium sp. Shinshu-th2";27
"Bradyrhizobium sp. URHC0015";27
"Bradysia subrufescens";37
"Bresslaua vorax";35
"Bresslauides discoideus";22
"Bryometopus pseudochilodon";35
"Bryometopus sphagni";35
"Buchholzia fallax";10
"Burkholderia cepacia";27
"Caenimonas sp. TSX9-5";27
"Calluna vulgaris";14
"Campanella subdendrophora";2
"Campodea fragilis";37
"Canavalia ensiformis";14
"Candidatus Koribacter versatilis";20
"Candidatus Nitrososphaera gargensis";38
"Candidatus Solibacter usitatus";20
"Capsellina sp. ATCC 50039";39
"Catellatospora sp. KC-EP-S6";27
"Catenulispora graminis";27
"Caudiholosticha sp. Zlv-2015";35
"Caudiholosticha sylvatica";35
"Caulerpa cupressoides";25
"Caulobacter fusiformis";27
"Caulobacter profundus";27
"Cenarchaeum symbiosum";38
"Cephalobus persegnis";19
"Cerastium arcticum";40
"Ceratophysella sp. FZ-2014";3
"Cercomonas alexieffi";22
"Cercomonas braziliensis";22
"Cercomonas celer";22
"Cercomonas fastiga";22
"Cercomonas media";22
"Cercomonas parambigua";22
"Cercomonas parincurva";22
"Cercomonas radiata";22
"Cercomonas rapida";22
"Cercomonas sp. ATCC 50367";22
"Cercomonas sp. HFCC 905";22
"Cercomonas vacuolata";22
"Cetraspora nodosa";41
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";10
"Chamaedrilus aff. sphagnetorum C SM-2014";10
"Cheilymenia stercorea";36
"Chitinophaga oryziterrae";27
"Chitinophaga pinensis";27
"Chitinophaga sp. BN130233";27
"Chlamydomonas philotes";25
"Chlamydomonas reinhardtii";25
"Chlamydomyxa labyrinthuloides";23
"Chlorella emersonii";25
"Chlorellidium tetrabotrys";25
"Choleva angustata";4
"Chthoniobacter flavus";27
"Chthonius sp. 2 JM-2008";11
