"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42"
"16";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"17";1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"18";0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"19";1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"20";1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"21";0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;0,103563473561777;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"22";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"23";1e-06;0,928571390329081;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;0,999999;1e-06;0,0556792875519153;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"24";0,999999;1e-06;0,333333316244444;0,666666643922221;0,333333315411111;0,333333314877777;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,333333324394444;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0454545447723828;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"25";1e-06;0,0158730164738724;1e-06;0,999999;0,222222211946913;0,222222211769135;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"26";0,499997319666704;1e-06;0,749995951469004;0,749995967793902;0,499997301079336;0,249998650914666;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0277776289963753;1e-06;0,749995966818904;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"27";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"28";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0257836568479831;0,0601615262159035;0,999999;1e-06;1e-06;0,967770365127453;0,0703190634874729;1e-06;0,08333371600031;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"29";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,00378788552665029;1e-06;1e-06;1e-06;1e-06;0,00925927568507122;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"30";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,00865800862834473;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"31";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;0,887307577881093;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"32";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0200445444810822;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"33";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"34";1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,004487345434375;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"35";1e-06;1e-06;0,555555528795061;0,999999;0,666666634085184;0,111111106067901;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"36";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"37";0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"38";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;0,999999;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,0590200447149846;1e-06;1e-06;1e-06;1e-06
"39";1e-06;0,928571390329083;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0267260588053253;1e-06;1e-06;1e-06
"40";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0624999810614194;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,605113582616839;1e-06;1e-06;1e-06;1e-06;1e-06;0,0812917591420276;1e-06;1e-06
"41";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;0,500000113453166;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;0,499999986825001;1e-06;0,0555555562478395;1e-06;1e-06;1e-06;1e-06;0,0227272731047524;1e-06;1e-06;1e-06;0,160866422349763;1e-06;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06
"42";1e-06;0,785714255322961;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;0,333333318711112;0,222222213091358;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,0987215938814535;0,888888846398768;0,999999;1e-06;1e-06;0,999999;1e-06;1e-06;0,175946545423263
